"","DOP","Chemical","Dosage","Group_ID","date","Endpoint","value","Plate_Type"
"727","14","Loperamide","0.03","2_T002604_7",2024267,"SPB_Mean",38.3449781659389,"Twenty Four"
"728","12","Loperamide","0.03","2_T002604_7",2024267,"SPB_Mean",22.6600985221675,"Twenty Four"
"729","7","Loperamide","0.03","2_T002604_7",2024267,"SPB_Mean",6.27027027027027,"Twenty Four"
"730","28","Loperamide","Control","2_T002604_8",2024267,"SPB_Mean",683.12582781457,"Twenty Four"
"731","21","Loperamide","Control","2_T002604_8",2024267,"SPB_Mean",591.292207792208,"Twenty Four"
"732","26","Loperamide","Control","2_T002604_8",2024267,"SPB_Mean",459,"Twenty Four"
"733","5","Loperamide","Control","2_T002604_8",2024267,"SPB_Mean",29.4339622641509,"Twenty Four"
"734","2","Loperamide","Control","2_T002604_8",2024267,"SPB_Mean",7.50583657587549,"Twenty Four"
"735","23","Loperamide","Control","2_T002604_8",2024267,"SPB_Mean",636.787878787879,"Twenty Four"
"736","19","Loperamide","Control","2_T002604_8",2024267,"SPB_Mean",305.376470588235,"Twenty Four"
"737","14","Loperamide","Control","2_T002604_8",2024267,"SPB_Mean",296.396551724138,"Twenty Four"
"738","12","Loperamide","Control","2_T002604_8",2024267,"SPB_Mean",116.950980392157,"Twenty Four"
"739","7","Loperamide","Control","2_T002604_8",2024267,"SPB_Mean",19.8938547486034,"Twenty Four"
"740","28","Loperamide","0.1","2_T002604_9",2024267,"SPB_Mean",83.6782178217822,"Twenty Four"
"741","21","Loperamide","0.1","2_T002604_9",2024267,"SPB_Mean",80.6803278688525,"Twenty Four"
"742","26","Loperamide","0.1","2_T002604_9",2024267,"SPB_Mean",21.9776357827476,"Twenty Four"
"743","5","Loperamide","0.1","2_T002604_9",2024267,"SPB_Mean",1.16438356164384,"Twenty Four"
"744","2","Loperamide","0.1","2_T002604_9",2024267,"SPB_Mean",26.2929292929293,"Twenty Four"
"745","23","Loperamide","0.1","2_T002604_9",2024267,"SPB_Mean",151.522935779817,"Twenty Four"
"746","19","Loperamide","0.1","2_T002604_9",2024267,"SPB_Mean",39.8821138211382,"Twenty Four"
"747","12","Loperamide","0.1","2_T002604_9",2024267,"SPB_Mean",1.17333333333333,"Twenty Four"
"748","7","Loperamide","0.1","2_T002604_9",2024267,"SPB_Mean",1.17006802721088,"Twenty Four"
"749","28","Loperamide","0.3","2_T002604_10",2024267,"SPB_Mean",5.67247386759582,"Twenty Four"
"750","21","Loperamide","0.3","2_T002604_10",2024267,"SPB_Mean",9.2027972027972,"Twenty Four"
"751","26","Loperamide","0.3","2_T002604_10",2024267,"SPB_Mean",3.46987951807229,"Twenty Four"
"752","5","Loperamide","0.3","2_T002604_10",2024267,"SPB_Mean",3.71317829457364,"Twenty Four"
"753","2","Loperamide","0.3","2_T002604_10",2024267,"SPB_Mean",32.8782051282051,"Twenty Four"
"754","23","Loperamide","0.3","2_T002604_10",2024267,"SPB_Mean",25.9717868338558,"Twenty Four"
"755","19","Loperamide","0.3","2_T002604_10",2024267,"SPB_Mean",4.2158273381295,"Twenty Four"
"756","14","Loperamide","0.3","2_T002604_10",2024267,"SPB_Mean",3.76734693877551,"Twenty Four"
"757","12","Loperamide","0.3","2_T002604_10",2024267,"SPB_Mean",3.60384615384615,"Twenty Four"
"758","7","Loperamide","0.3","2_T002604_10",2024267,"SPB_Mean",3.96616541353383,"Twenty Four"
"759","2","Loperamide","1","2_T002604_11",2024267,"SPB_Mean",13.25,"Twenty Four"
"760","2","Loperamide","3","2_T002604_12",2024267,"SPB_Mean",20.6367521367521,"Twenty Four"
"761","28","Dieldrin","1","2_T002604_13",2024267,"SPB_Mean",289.004975124378,"Twenty Four"
"762","21","Dieldrin","1","2_T002604_13",2024267,"SPB_Mean",826.166666666667,"Twenty Four"
"763","26","Dieldrin","1","2_T002604_13",2024267,"SPB_Mean",317.355450236967,"Twenty Four"
"764","5","Dieldrin","1","2_T002604_13",2024267,"SPB_Mean",120.636363636364,"Twenty Four"
"765","2","Dieldrin","1","2_T002604_13",2024267,"SPB_Mean",56.5521739130435,"Twenty Four"
"766","23","Dieldrin","1","2_T002604_13",2024267,"SPB_Mean",818.491803278689,"Twenty Four"
"767","19","Dieldrin","1","2_T002604_13",2024267,"SPB_Mean",594.888888888889,"Twenty Four"
"768","14","Dieldrin","1","2_T002604_13",2024267,"SPB_Mean",1037.08196721311,"Twenty Four"
"769","12","Dieldrin","1","2_T002604_13",2024267,"SPB_Mean",938.775862068965,"Twenty Four"
"770","7","Dieldrin","1","2_T002604_13",2024267,"SPB_Mean",386.054054054054,"Twenty Four"
"771","28","Dieldrin","Control","2_T002604_14",2024267,"SPB_Mean",878.896825396825,"Twenty Four"
"772","21","Dieldrin","Control","2_T002604_14",2024267,"SPB_Mean",367.721428571429,"Twenty Four"
"773","26","Dieldrin","Control","2_T002604_14",2024267,"SPB_Mean",540.187050359712,"Twenty Four"
"774","5","Dieldrin","Control","2_T002604_14",2024267,"SPB_Mean",36.8606060606061,"Twenty Four"
"775","2","Dieldrin","Control","2_T002604_14",2024267,"SPB_Mean",59.4805825242718,"Twenty Four"
"776","23","Dieldrin","Control","2_T002604_14",2024267,"SPB_Mean",732.596153846154,"Twenty Four"
"777","19","Dieldrin","Control","2_T002604_14",2024267,"SPB_Mean",405.978021978022,"Twenty Four"
"778","14","Dieldrin","Control","2_T002604_14",2024267,"SPB_Mean",530.111111111111,"Twenty Four"
"779","12","Dieldrin","Control","2_T002604_14",2024267,"SPB_Mean",245.092783505155,"Twenty Four"
"780","7","Dieldrin","Control","2_T002604_14",2024267,"SPB_Mean",168.741935483871,"Twenty Four"
"781","28","Dieldrin","3","2_T002604_15",2024267,"SPB_Mean",878.220930232558,"Twenty Four"
"782","21","Dieldrin","3","2_T002604_15",2024267,"SPB_Mean",626.444444444444,"Twenty Four"
"783","26","Dieldrin","3","2_T002604_15",2024267,"SPB_Mean",585.920454545455,"Twenty Four"
"784","5","Dieldrin","3","2_T002604_15",2024267,"SPB_Mean",34.2780748663102,"Twenty Four"
"785","2","Dieldrin","3","2_T002604_15",2024267,"SPB_Mean",48.2996515679443,"Twenty Four"
"786","23","Dieldrin","3","2_T002604_15",2024267,"SPB_Mean",660.422222222222,"Twenty Four"
"787","19","Dieldrin","3","2_T002604_15",2024267,"SPB_Mean",426.94696969697,"Twenty Four"
"788","14","Dieldrin","3","2_T002604_15",2024267,"SPB_Mean",307.321212121212,"Twenty Four"
"789","12","Dieldrin","3","2_T002604_15",2024267,"SPB_Mean",173.176470588235,"Twenty Four"
"790","7","Dieldrin","3","2_T002604_15",2024267,"SPB_Mean",47.1881720430108,"Twenty Four"
"791","28","Dieldrin","10","2_T002604_16",2024267,"SPB_Mean",268.443902439024,"Twenty Four"
"792","21","Dieldrin","10","2_T002604_16",2024267,"SPB_Mean",217.911439114391,"Twenty Four"
"793","5","Dieldrin","10","2_T002604_16",2024267,"SPB_Mean",14.2698412698413,"Twenty Four"
"794","2","Dieldrin","10","2_T002604_16",2024267,"SPB_Mean",11.2298136645963,"Twenty Four"
"795","23","Dieldrin","10","2_T002604_16",2024267,"SPB_Mean",256.239819004525,"Twenty Four"
"796","19","Dieldrin","10","2_T002604_16",2024267,"SPB_Mean",120.061946902655,"Twenty Four"
"797","14","Dieldrin","10","2_T002604_16",2024267,"SPB_Mean",75.288,"Twenty Four"
"798","12","Dieldrin","10","2_T002604_16",2024267,"SPB_Mean",163.005347593583,"Twenty Four"
"799","7","Dieldrin","10","2_T002604_16",2024267,"SPB_Mean",36.9272030651341,"Twenty Four"
"800","2","Dieldrin","30","2_T002604_17",2024267,"SPB_Mean",109.753623188406,"Twenty Four"
"801","28","Dieldrin","100","2_T002604_18",2024267,"SPB_Mean",1.31517509727626,"Twenty Four"
"802","21","Dieldrin","100","2_T002604_18",2024267,"SPB_Mean",2.48430493273543,"Twenty Four"
"803","26","Dieldrin","100","2_T002604_18",2024267,"SPB_Mean",2.37305699481865,"Twenty Four"
"804","5","Dieldrin","100","2_T002604_18",2024267,"SPB_Mean",3.57021276595745,"Twenty Four"
"805","2","Dieldrin","100","2_T002604_18",2024267,"SPB_Mean",21.2549800796813,"Twenty Four"
"806","23","Dieldrin","100","2_T002604_18",2024267,"SPB_Mean",2.52155172413793,"Twenty Four"
"807","19","Dieldrin","100","2_T002604_18",2024267,"SPB_Mean",2.73260073260073,"Twenty Four"
"808","14","Dieldrin","100","2_T002604_18",2024267,"SPB_Mean",2.9438202247191,"Twenty Four"
"809","12","Dieldrin","100","2_T002604_18",2024267,"SPB_Mean",2.8158844765343,"Twenty Four"
"810","7","Dieldrin","100","2_T002604_18",2024267,"SPB_Mean",3.13588850174216,"Twenty Four"
"811","28","Deltamethrin","1","2_T002604_19",2024267,"SPB_Mean",429.112903225806,"Twenty Four"
"812","21","Deltamethrin","1","2_T002604_19",2024267,"SPB_Mean",231.643274853801,"Twenty Four"
"813","26","Deltamethrin","1","2_T002604_19",2024267,"SPB_Mean",193.64,"Twenty Four"
"814","5","Deltamethrin","1","2_T002604_19",2024267,"SPB_Mean",25.2007722007722,"Twenty Four"
"815","2","Deltamethrin","1","2_T002604_19",2024267,"SPB_Mean",8.43298969072165,"Twenty Four"
"816","23","Deltamethrin","1","2_T002604_19",2024267,"SPB_Mean",281.916666666667,"Twenty Four"
"817","19","Deltamethrin","1","2_T002604_19",2024267,"SPB_Mean",226.698324022346,"Twenty Four"
"818","14","Deltamethrin","1","2_T002604_19",2024267,"SPB_Mean",543.118421052632,"Twenty Four"
"819","12","Deltamethrin","1","2_T002604_19",2024267,"SPB_Mean",383.951515151515,"Twenty Four"
"820","7","Deltamethrin","1","2_T002604_19",2024267,"SPB_Mean",158.806629834254,"Twenty Four"
"821","28","Deltamethrin","Control","2_T002604_20",2024267,"SPB_Mean",256.915887850467,"Twenty Four"
"822","21","Deltamethrin","Control","2_T002604_20",2024267,"SPB_Mean",1457.06666666667,"Twenty Four"
"823","26","Deltamethrin","Control","2_T002604_20",2024267,"SPB_Mean",433.361904761905,"Twenty Four"
"824","5","Deltamethrin","Control","2_T002604_20",2024267,"SPB_Mean",10.112582781457,"Twenty Four"
"825","2","Deltamethrin","Control","2_T002604_20",2024267,"SPB_Mean",13.3165829145729,"Twenty Four"
"826","23","Deltamethrin","Control","2_T002604_20",2024267,"SPB_Mean",927.96,"Twenty Four"
"827","19","Deltamethrin","Control","2_T002604_20",2024267,"SPB_Mean",2796.02631578947,"Twenty Four"
"828","12","Deltamethrin","Control","2_T002604_20",2024267,"SPB_Mean",1102.95774647887,"Twenty Four"
"829","7","Deltamethrin","Control","2_T002604_20",2024267,"SPB_Mean",44.246511627907,"Twenty Four"
"830","28","Deltamethrin","3","2_T002604_21",2024267,"SPB_Mean",359.592307692308,"Twenty Four"
"831","21","Deltamethrin","3","2_T002604_21",2024267,"SPB_Mean",599,"Twenty Four"
"832","26","Deltamethrin","3","2_T002604_21",2024267,"SPB_Mean",406.475409836066,"Twenty Four"
"833","5","Deltamethrin","3","2_T002604_21",2024267,"SPB_Mean",25.1893004115226,"Twenty Four"
"834","2","Deltamethrin","3","2_T002604_21",2024267,"SPB_Mean",14.0786026200873,"Twenty Four"
"835","23","Deltamethrin","3","2_T002604_21",2024267,"SPB_Mean",650.666666666667,"Twenty Four"
"836","19","Deltamethrin","3","2_T002604_21",2024267,"SPB_Mean",588.358490566038,"Twenty Four"
"837","14","Deltamethrin","3","2_T002604_21",2024267,"SPB_Mean",520.186813186813,"Twenty Four"
"838","12","Deltamethrin","3","2_T002604_21",2024267,"SPB_Mean",403.347826086957,"Twenty Four"
"839","7","Deltamethrin","3","2_T002604_21",2024267,"SPB_Mean",57.4854368932039,"Twenty Four"
"840","28","Deltamethrin","10","2_T002604_22",2024267,"SPB_Mean",16.2244897959184,"Twenty Four"
"841","21","Deltamethrin","10","2_T002604_22",2024267,"SPB_Mean",40.3164556962025,"Twenty Four"
"842","26","Deltamethrin","10","2_T002604_22",2024267,"SPB_Mean",7.08304498269896,"Twenty Four"
"843","2","Deltamethrin","10","2_T002604_22",2024267,"SPB_Mean",33.625786163522,"Twenty Four"
"844","23","Deltamethrin","10","2_T002604_22",2024267,"SPB_Mean",18.2647058823529,"Twenty Four"
"845","19","Deltamethrin","10","2_T002604_22",2024267,"SPB_Mean",85.3385416666667,"Twenty Four"
"846","14","Deltamethrin","10","2_T002604_22",2024267,"SPB_Mean",23.7607843137255,"Twenty Four"
"847","12","Deltamethrin","10","2_T002604_22",2024267,"SPB_Mean",25.5674603174603,"Twenty Four"
"848","7","Deltamethrin","10","2_T002604_22",2024267,"SPB_Mean",9.86037735849057,"Twenty Four"
"849","2","Deltamethrin","30","2_T002604_23",2024267,"SPB_Mean",52.0109489051095,"Twenty Four"
"850","14","Deltamethrin","30","2_T002604_23",2024267,"SPB_Mean",2.56024096385542,"Twenty Four"
"851","12","Deltamethrin","30","2_T002604_23",2024267,"SPB_Mean",4.42727272727273,"Twenty Four"
"852","28","Deltamethrin","100","2_T002604_24",2024267,"SPB_Mean",1.58857142857143,"Twenty Four"
"853","21","Deltamethrin","100","2_T002604_24",2024267,"SPB_Mean",2.31052631578947,"Twenty Four"
"854","26","Deltamethrin","100","2_T002604_24",2024267,"SPB_Mean",2.28494623655914,"Twenty Four"
"855","5","Deltamethrin","100","2_T002604_24",2024267,"SPB_Mean",2.48571428571429,"Twenty Four"
"856","2","Deltamethrin","100","2_T002604_24",2024267,"SPB_Mean",38.9588477366255,"Twenty Four"
"857","23","Deltamethrin","100","2_T002604_24",2024267,"SPB_Mean",2.36040609137056,"Twenty Four"
"858","19","Deltamethrin","100","2_T002604_24",2024267,"SPB_Mean",2.37,"Twenty Four"
"859","14","Deltamethrin","100","2_T002604_24",2024267,"SPB_Mean",2.31818181818182,"Twenty Four"
"860","12","Deltamethrin","100","2_T002604_24",2024267,"SPB_Mean",2.36792452830189,"Twenty Four"
"861","7","Deltamethrin","100","2_T002604_24",2024267,"SPB_Mean",2.47906976744186,"Twenty Four"
"862","2","Glyphosate","Control","1_T002604_2",2024223,"BurstPeak_Mean",1.21722972972973,"Twenty Four"
"863","5","Glyphosate","Control","1_T002604_2",2024223,"BurstPeak_Mean",0.7275,"Twenty Four"
"864","7","Glyphosate","Control","1_T002604_2",2024223,"BurstPeak_Mean",1.888625,"Twenty Four"
"865","9","Glyphosate","Control","1_T002604_2",2024223,"BurstPeak_Mean",2.70972972972973,"Twenty Four"
"866",NA,NA,NA,NA,NA,"BurstPeak_Mean",NA,"Six"
"867","14","Glyphosate","Control","1_T002604_2",2024223,"BurstPeak_Mean",1.29737704918033,"Twenty Four"
"868","16","Glyphosate","Control","1_T002604_2",2024223,"BurstPeak_Mean",1.07170731707317,"Twenty Four"
"869","19","Glyphosate","Control","1_T002604_2",2024223,"BurstPeak_Mean",1.04107142857143,"Twenty Four"
"870","21","Glyphosate","Control","1_T002604_2",2024223,"BurstPeak_Mean",1.30416666666667,"Twenty Four"
"871","23","Glyphosate","Control","1_T002604_2",2024223,"BurstPeak_Mean",1.19731707317073,"Twenty Four"
"872","26","Glyphosate","Control","1_T002604_2",2024223,"BurstPeak_Mean",1.20457142857143,"Twenty Four"
"873","28","Glyphosate","Control","1_T002604_2",2024223,"BurstPeak_Mean",0.853777777777778,"Twenty Four"
"874","2","Glyphosate","1","1_T002604_3",2024223,"BurstPeak_Mean",1.01971590909091,"Twenty Four"
"875","5","Glyphosate","1","1_T002604_3",2024223,"BurstPeak_Mean",0.323356643356643,"Twenty Four"
"876","7","Glyphosate","1","1_T002604_3",2024223,"BurstPeak_Mean",1.21168316831683,"Twenty Four"
"877","9","Glyphosate","1","1_T002604_3",2024223,"BurstPeak_Mean",1.315,"Twenty Four"
"878","14","Glyphosate","1","1_T002604_3",2024223,"BurstPeak_Mean",0.72280701754386,"Twenty Four"
"879","19","Glyphosate","1","1_T002604_3",2024223,"BurstPeak_Mean",2.8496,"Twenty Four"
"880","21","Glyphosate","1","1_T002604_3",2024223,"BurstPeak_Mean",1.72571428571429,"Twenty Four"
"881","23","Glyphosate","1","1_T002604_3",2024223,"BurstPeak_Mean",1.24175438596491,"Twenty Four"
"882","26","Glyphosate","1","1_T002604_3",2024223,"BurstPeak_Mean",1.02703703703704,"Twenty Four"
"883","28","Glyphosate","1","1_T002604_3",2024223,"BurstPeak_Mean",0.711370967741935,"Twenty Four"
"884","2","Glyphosate","3","1_T002604_4",2024223,"BurstPeak_Mean",2.976,"Twenty Four"
"885","5","Glyphosate","3","1_T002604_4",2024223,"BurstPeak_Mean",0.613125,"Twenty Four"
"886","7","Glyphosate","3","1_T002604_4",2024223,"BurstPeak_Mean",3.52549019607843,"Twenty Four"
"887","9","Glyphosate","3","1_T002604_4",2024223,"BurstPeak_Mean",2.23276595744681,"Twenty Four"
"888","14","Glyphosate","3","1_T002604_4",2024223,"BurstPeak_Mean",3.4785,"Twenty Four"
"889","19","Glyphosate","3","1_T002604_4",2024223,"BurstPeak_Mean",3.51777777777778,"Twenty Four"
"890","21","Glyphosate","3","1_T002604_4",2024223,"BurstPeak_Mean",2.04233333333333,"Twenty Four"
"891","23","Glyphosate","3","1_T002604_4",2024223,"BurstPeak_Mean",1.87454545454545,"Twenty Four"
"892","26","Glyphosate","3","1_T002604_4",2024223,"BurstPeak_Mean",2.58458333333333,"Twenty Four"
"893","28","Glyphosate","3","1_T002604_4",2024223,"BurstPeak_Mean",2.14351351351351,"Twenty Four"
"894","2","Glyphosate","10","1_T002604_5",2024223,"BurstPeak_Mean",0.558706896551724,"Twenty Four"
"895","5","Glyphosate","10","1_T002604_5",2024223,"BurstPeak_Mean",0.49625,"Twenty Four"
"896","7","Glyphosate","10","1_T002604_5",2024223,"BurstPeak_Mean",1.92534482758621,"Twenty Four"
"897","9","Glyphosate","10","1_T002604_5",2024223,"BurstPeak_Mean",1.54640287769784,"Twenty Four"
"898","16","Glyphosate","10","1_T002604_5",2024223,"BurstPeak_Mean",3.034,"Twenty Four"
"899","19","Glyphosate","10","1_T002604_5",2024223,"BurstPeak_Mean",3.26407407407407,"Twenty Four"
"900","21","Glyphosate","10","1_T002604_5",2024223,"BurstPeak_Mean",2.74275862068966,"Twenty Four"
"901","23","Glyphosate","10","1_T002604_5",2024223,"BurstPeak_Mean",2.46264705882353,"Twenty Four"
"902","26","Glyphosate","10","1_T002604_5",2024223,"BurstPeak_Mean",2.29354838709677,"Twenty Four"
"903","28","Glyphosate","10","1_T002604_5",2024223,"BurstPeak_Mean",1.23885245901639,"Twenty Four"
"904","2","Glyphosate","30","1_T002604_6",2024223,"BurstPeak_Mean",1.2499173553719,"Twenty Four"
"905","5","Glyphosate","30","1_T002604_6",2024223,"BurstPeak_Mean",1.04016129032258,"Twenty Four"
"906","7","Glyphosate","30","1_T002604_6",2024223,"BurstPeak_Mean",3.67742857142857,"Twenty Four"
"907","9","Glyphosate","30","1_T002604_6",2024223,"BurstPeak_Mean",5.76166666666667,"Twenty Four"
"908","12","Glyphosate","30","1_T002604_6",2024223,"BurstPeak_Mean",4.84222222222222,"Twenty Four"
"909","14","Glyphosate","30","1_T002604_6",2024223,"BurstPeak_Mean",4.34260869565217,"Twenty Four"
"910","16","Glyphosate","30","1_T002604_6",2024223,"BurstPeak_Mean",4.31173913043478,"Twenty Four"
"911","19","Glyphosate","30","1_T002604_6",2024223,"BurstPeak_Mean",5.1292,"Twenty Four"
"912","21","Glyphosate","30","1_T002604_6",2024223,"BurstPeak_Mean",4.45347826086957,"Twenty Four"
"913","23","Glyphosate","30","1_T002604_6",2024223,"BurstPeak_Mean",2.49964285714286,"Twenty Four"
"914","26","Glyphosate","30","1_T002604_6",2024223,"BurstPeak_Mean",4.19190476190476,"Twenty Four"
"915","28","Glyphosate","30","1_T002604_6",2024223,"BurstPeak_Mean",1.19957446808511,"Twenty Four"
"916","2","Loperamide","1","1_T002604_7",2024223,"BurstPeak_Mean",0.637445652173913,"Twenty Four"
"917","5","Loperamide","1","1_T002604_7",2024223,"BurstPeak_Mean",0.0472368421052632,"Twenty Four"
"918","7","Loperamide","1","1_T002604_7",2024223,"BurstPeak_Mean",0.172222222222222,"Twenty Four"
"919","9","Loperamide","1","1_T002604_7",2024223,"BurstPeak_Mean",0.160695652173913,"Twenty Four"
"920","12","Loperamide","1","1_T002604_7",2024223,"BurstPeak_Mean",0.151944444444444,"Twenty Four"
"921","16","Loperamide","1","1_T002604_7",2024223,"BurstPeak_Mean",0.15,"Twenty Four"
"922","19","Loperamide","1","1_T002604_7",2024223,"BurstPeak_Mean",0.22,"Twenty Four"
"923","21","Loperamide","1","1_T002604_7",2024223,"BurstPeak_Mean",0.126363636363636,"Twenty Four"
"924","23","Loperamide","1","1_T002604_7",2024223,"BurstPeak_Mean",0.137256637168142,"Twenty Four"
"925","28","Loperamide","1","1_T002604_7",2024223,"BurstPeak_Mean",0.489531772575251,"Twenty Four"
"926","2","Loperamide","Control","1_T002604_8",2024223,"BurstPeak_Mean",0.730170212765958,"Twenty Four"
"927","7","Loperamide","Control","1_T002604_8",2024223,"BurstPeak_Mean",0.631197604790419,"Twenty Four"
"928","12","Loperamide","Control","1_T002604_8",2024223,"BurstPeak_Mean",1.23329268292683,"Twenty Four"
"929","14","Loperamide","Control","1_T002604_8",2024223,"BurstPeak_Mean",1.63407407407407,"Twenty Four"
"930","16","Loperamide","Control","1_T002604_8",2024223,"BurstPeak_Mean",0.7664,"Twenty Four"
"931","19","Loperamide","Control","1_T002604_8",2024223,"BurstPeak_Mean",1.73583333333333,"Twenty Four"
"932","21","Loperamide","Control","1_T002604_8",2024223,"BurstPeak_Mean",1.7208,"Twenty Four"
"933","23","Loperamide","Control","1_T002604_8",2024223,"BurstPeak_Mean",1.15515151515152,"Twenty Four"
"934","28","Loperamide","Control","1_T002604_8",2024223,"BurstPeak_Mean",0.64570281124498,"Twenty Four"
"935","2","Loperamide","3","1_T002604_9",2024223,"BurstPeak_Mean",1.06882352941176,"Twenty Four"
"936","5","Loperamide","3","1_T002604_9",2024223,"BurstPeak_Mean",0.0435483870967742,"Twenty Four"
"937","28","Loperamide","3","1_T002604_9",2024223,"BurstPeak_Mean",0.120666666666667,"Twenty Four"
"938","2","Dieldrin","1","1_T002604_13",2024223,"BurstPeak_Mean",1.45141732283465,"Twenty Four"
"939","5","Dieldrin","1","1_T002604_13",2024223,"BurstPeak_Mean",1,"Twenty Four"
"940","7","Dieldrin","1","1_T002604_13",2024223,"BurstPeak_Mean",4.382,"Twenty Four"
"941","9","Dieldrin","1","1_T002604_13",2024223,"BurstPeak_Mean",3.82866666666667,"Twenty Four"
"942","14","Dieldrin","1","1_T002604_13",2024223,"BurstPeak_Mean",1.7589552238806,"Twenty Four"
"943","16","Dieldrin","1","1_T002604_13",2024223,"BurstPeak_Mean",2.78540540540541,"Twenty Four"
"944","19","Dieldrin","1","1_T002604_13",2024223,"BurstPeak_Mean",3.22032258064516,"Twenty Four"
"945","21","Dieldrin","1","1_T002604_13",2024223,"BurstPeak_Mean",2.25384615384615,"Twenty Four"
"946","23","Dieldrin","1","1_T002604_13",2024223,"BurstPeak_Mean",1.78525,"Twenty Four"
"947","26","Dieldrin","1","1_T002604_13",2024223,"BurstPeak_Mean",1.59225,"Twenty Four"
"948","28","Dieldrin","1","1_T002604_13",2024223,"BurstPeak_Mean",0.690129032258065,"Twenty Four"
"949","2","Dieldrin","Control","1_T002604_14",2024223,"BurstPeak_Mean",0.627513227513227,"Twenty Four"
"950","5","Dieldrin","Control","1_T002604_14",2024223,"BurstPeak_Mean",0.362061855670103,"Twenty Four"
"951","7","Dieldrin","Control","1_T002604_14",2024223,"BurstPeak_Mean",3.02954545454545,"Twenty Four"
"952","9","Dieldrin","Control","1_T002604_14",2024223,"BurstPeak_Mean",2.25585365853659,"Twenty Four"
"953","12","Dieldrin","Control","1_T002604_14",2024223,"BurstPeak_Mean",3.86535714285714,"Twenty Four"
"954","14","Dieldrin","Control","1_T002604_14",2024223,"BurstPeak_Mean",2.42379310344828,"Twenty Four"
"955","16","Dieldrin","Control","1_T002604_14",2024223,"BurstPeak_Mean",3.23454545454545,"Twenty Four"
"956","19","Dieldrin","Control","1_T002604_14",2024223,"BurstPeak_Mean",2.97820512820513,"Twenty Four"
"957","21","Dieldrin","Control","1_T002604_14",2024223,"BurstPeak_Mean",2.12702702702703,"Twenty Four"
"958","23","Dieldrin","Control","1_T002604_14",2024223,"BurstPeak_Mean",1.79190476190476,"Twenty Four"
"959","26","Dieldrin","Control","1_T002604_14",2024223,"BurstPeak_Mean",1.31079365079365,"Twenty Four"
"960","28","Dieldrin","Control","1_T002604_14",2024223,"BurstPeak_Mean",0.726190476190476,"Twenty Four"
"961","2","Dieldrin","3","1_T002604_15",2024223,"BurstPeak_Mean",1.88579310344828,"Twenty Four"
"962","5","Dieldrin","3","1_T002604_15",2024223,"BurstPeak_Mean",0.770694444444444,"Twenty Four"
"963","7","Dieldrin","3","1_T002604_15",2024223,"BurstPeak_Mean",1.47865168539326,"Twenty Four"
"964","9","Dieldrin","3","1_T002604_15",2024223,"BurstPeak_Mean",2.55,"Twenty Four"
"965","12","Dieldrin","3","1_T002604_15",2024223,"BurstPeak_Mean",2.76541666666667,"Twenty Four"
"966","14","Dieldrin","3","1_T002604_15",2024223,"BurstPeak_Mean",2.32297297297297,"Twenty Four"
"967","16","Dieldrin","3","1_T002604_15",2024223,"BurstPeak_Mean",2.20636363636364,"Twenty Four"
"968","19","Dieldrin","3","1_T002604_15",2024223,"BurstPeak_Mean",2.15151515151515,"Twenty Four"
"969","21","Dieldrin","3","1_T002604_15",2024223,"BurstPeak_Mean",1.72642857142857,"Twenty Four"
"970","23","Dieldrin","3","1_T002604_15",2024223,"BurstPeak_Mean",1.24231884057971,"Twenty Four"
"971","26","Dieldrin","3","1_T002604_15",2024223,"BurstPeak_Mean",1.1,"Twenty Four"
"972","28","Dieldrin","3","1_T002604_15",2024223,"BurstPeak_Mean",0.672836879432624,"Twenty Four"
"973","2","Dieldrin","10","1_T002604_16",2024223,"BurstPeak_Mean",1.3424358974359,"Twenty Four"
"974","5","Dieldrin","10","1_T002604_16",2024223,"BurstPeak_Mean",1.37478873239437,"Twenty Four"
"975","7","Dieldrin","10","1_T002604_16",2024223,"BurstPeak_Mean",1.33842105263158,"Twenty Four"
"976","9","Dieldrin","10","1_T002604_16",2024223,"BurstPeak_Mean",1.405,"Twenty Four"
"977","12","Dieldrin","10","1_T002604_16",2024223,"BurstPeak_Mean",1.58672413793103,"Twenty Four"
"978","14","Dieldrin","10","1_T002604_16",2024223,"BurstPeak_Mean",0.635217391304348,"Twenty Four"
"979","16","Dieldrin","10","1_T002604_16",2024223,"BurstPeak_Mean",1.14046875,"Twenty Four"
"980","19","Dieldrin","10","1_T002604_16",2024223,"BurstPeak_Mean",1.13791666666667,"Twenty Four"
"981","21","Dieldrin","10","1_T002604_16",2024223,"BurstPeak_Mean",0.908275862068965,"Twenty Four"
"982","23","Dieldrin","10","1_T002604_16",2024223,"BurstPeak_Mean",0.808543689320388,"Twenty Four"
"983","26","Dieldrin","10","1_T002604_16",2024223,"BurstPeak_Mean",0.834122807017544,"Twenty Four"
"984","28","Dieldrin","10","1_T002604_16",2024223,"BurstPeak_Mean",0.702266009852217,"Twenty Four"
"985","2","Dieldrin","30","1_T002604_17",2024223,"BurstPeak_Mean",0.902688172043011,"Twenty Four"
"986","5","Dieldrin","30","1_T002604_17",2024223,"BurstPeak_Mean",0.111545893719807,"Twenty Four"
"987","9","Dieldrin","30","1_T002604_17",2024223,"BurstPeak_Mean",1.67701754385965,"Twenty Four"
"988","12","Dieldrin","30","1_T002604_17",2024223,"BurstPeak_Mean",0.76718045112782,"Twenty Four"
